input	gold
きのうめんだんねつせいせいそうせいのへんかのまんぞくどがたかいです	機能面断熱性清掃性の変化の満足度が高いです
じんせいではじめてさんでぃーぷりんたーをおもいました	人生で初めて3Dプリンターを思いました
おいてるこんびにはないですかね	置いてるコンビニはないですかね
むかしはここがゆうめいでしたがずいぶんたかくなったのでいまはちゅうごくにおーだーするひとがおおいです	昔はここが有名でしたがずいぶん高くなったので今は中国にオーダーする人が多いです
さんでぃーでーたはどうやってとるのですか	3Dデータはどうやって取るんですか
さんでぃーぷりんたーではなくさんでぃーこぴーきがほしいですね	3Dプリンターではなく3Dコピー機が欲しいですね
ふくせいしたいってこと	複製したいってこと
あっそういわれるとちがいますね	あそう言われると違いますね
ふくせいしたものをつかってそれをおくためのすがたおきのだいざをつくりたいのです	複製したものを使ってそれを置くための姿おきの台座を作りたいのです
ごーるはふくせいではない	ゴールは複製ではない
だいざのほうはぷりんたーですね	台座の方はプリンターですね
でさんでぃーふくごうきがほしいですね	じゃあ3D複合機が欲しいですね
すけっちがあればもでりんぐとぷりんとはできますよ	スケッチがあればモデリングとプリントはできますよ
ほぼほんしょくなので	ほぼ本職なんで
わらい	笑
すけっちできるならくろうしないのですが	スケッチできるなら苦労しないのですが
すがたおきでこていするよりじゅうなんにほごするさくせんをけんとうちゅう	姿置きで固定するより柔軟に保護する作戦を検討中
なにをおくのですか	何を置くんですか
どらいあーです	ドライアーです
どらいやー	ドライヤー
なるほどたてたくなりますね	なるほど立てたくなりますね
たためないやつなのです	たためないやつなんです
かんがえときます	考えときます
こていしないほうではかいけつしてます	固定しない方では解決してます
どうせたおるだとおもってたらそうきましたか	どうせタオルだと思ってたらそう来ましたか
きゃっぷがひつようだとおもったらでてきました	キャップが必要だとおもったら出てきました
きゃっぷはつばのあるぼうしですね	キャップはツバのある帽子ですね
きゃっぷとはっとはならったけれどけいとのぼうしはしらんな	キャップとハットは習ったけど毛糸の帽子はしらんな
えー	え〜
ひかくしやすいしゃしんのとりかたになってなくてすみませんよくしつがひろがっています	比較しやすい写真の撮り方になってなくてスミマセン浴室が広がっています
きゃっぷでもよさそうですよ	キャップでも良さそうですよ
えんぴつのきゃっぷはつばをつけたらはっとになるのかしら	鉛筆のキャップはツバをつけたらハットになるのかしら
ちなみにしょうめいにはせんぷうきがついてます	ちなみに照明には扇風機が付いてます
なにとふゆはぎゃくかいてんできるのですよ	なんと冬は逆回転できるのですよ
かしこいですよね	賢いですよね
しらんけれど	しらんけど
へえ	へー
ほるすたーみたいにしたいですね	ホルスターみたいにしたいですね
そうなのですよ	そうなんですよ
でもたかさがむりでななめにしないとだめなのす	でも高さが無理で斜めにしないとダメなんす
ななまんえんいじょうするどらいやーなのでそふとにくるみたいです	7万円以上するドライヤーなんでソフトにくるみたいです
ぼうっとしてたらもよりえきをのりすごした	ぼーっとしてたら最寄駅を乗り過ごした
びっくりした	びっくりした
おつかれですね	お疲れですね
ふきだしくちをはずしたらいがいとはいることがはんめい	吹き出し口を外したら意外と入る事が判明
そんなめんどうくさい	そんなめんどくさい
はいなのでにっときゃっぷにもどりました	はいなのでニットキャップに戻りました
ほるすたーになりました	ホルスターになりました
ほるすたーにかけてれーるでおくにおくりこむすたいるです	ホルスターにかけてレールで奥に送り込むスタイルです
てんさいてきです	天才的です
せいかいですね	正解ですね
つるつまりひっぱりでつかうというのはきかいてきにもさいてきかいです	つるつまり引っ張りで使うというのは機械的にも最適解です
ざいりょうきょうどをもっともいかすつかいかた	材料強度を最も活かせる使い方
たかいいちからどらいやーをひっかけるとおくにころがることがあるのでいまはにっときゃっぷがくっしょんです	高い位置からドライヤーを引っ掛けると奥に転がる事があるので今はニットキャップがクッションです
すごいものをみかけました	すごいものを見かけました
じかんとかいてひとときとよむ	時間とかいてひとときと読む
てぃーてぃー	TT
だいがくのともだちとすかいつりーにきました	大学の友達とスカイツリーにきました
いがいとたのしいですね	意外と楽しいですね
すかいつりーだったのですね	スカイツリーだったのですね
れんきゅうだからこれでそうですね	連休だからこんでそうですね
こんでます	混んでます
てんきもよかったので	天気も良かったので
おてんきにめぐまれたれんきゅうでよかったです	お天気に恵まれた連休で良かったです
よしださんのなみだはなにですか	よしださんの涙はなんですか
しろいといれのうちまどがちゃいろい	白いトイレの内窓が茶色い
しろっておねがいしたのに	白ってお願いしたのに
うちまどこうじがいちいちかしょあってひとつだけのみすですがこれはない	内窓工事が11カ所あって一つだけのミスですがこれは無い
とこうかんをいらいしてます	と交換を依頼してます
あっまどわくはきになりました	あ窓枠は気になりました
れんきゅうはかぞくでぜんいんでりふぉーむごのかたづけとだいそうじにあけくれてます	連休は家族で全員でリフォーム後の片付けと大掃除に明け暮れてます
わたくしがたなのものをぜんぶだしてせいりしていくのでりょうしんはもうもとにもどらない	私が棚のものを全部出して整理していくので両親はもう元に戻らない
とぱにっくになってせんせんりだつしていきますが	とぱにっくになって戦線離脱していきますが
あすはたいりょうににもつがとどくのでまたりょうしんからくれーむがきそうです	明日は大量に荷物が届くのでまた両親からクレームが来そうです
きょうはだいがくのゆうじんたくでたくのみでしたがひっこしていちねんたってるのにひっこしのよくしつみたいなみにまりすとせいかつでした	今日は大学の友人宅で宅飲みでしたが引っ越して一年たってるのに引っ越しの浴室みたいなミニマリスト生活でした
よくじつ	翌日
いごこちはよくないかんじですか	居心地は良くない感じですか
だんぼーるでちゃぶだいつくってゆかのうえにすわってのみました	ダンボールでちゃぶ台作って床の上に座って飲みました
わたくしはいちはちねんかんだんぼーるのちゃぶだいだったような	私は18年間段ボールのちゃぶ台だったような
てーぶるがあったことないですよ	テーブルがあったことないですよ
かしわらでいちはちねんぶりのさいかいですか	柏原で18年ぶりの再会ですか
なにのもくてきのてーぶるかによりますがもどってからもしょくじのときだけおりたたみてーぶるつかってましたよいまはこたつになるてーぶるです	なんの目的のテーブルかによりますが戻ってからも食事のときだけ折りたたみテーブルつかってましたよ今はコタツになるテーブルです
そもそもがくせいじだいもじしつでてーぶるをつかうのはてすとべんきょうのときくらいでおりたたみでした	そもそも学生時代も自室でテーブルを使うのはテスト勉強のときくらいで折りたたみでした
ぴーしーはひざのうえでつかってましたし	PCは膝の上で使ってましたし
よしださんつうきんでしんさいばしとおるのですよね	吉田さん通勤で心斎橋通るんですよね
とーらないですよ	通らないですよ
みどうすじですか	御堂筋ですか
でもきょうしんさいばしにいきました	でも今日心斎橋に行きました
まんいんでんしゃかいひのためとおまわりしててよつばしせんなのですよ	満員電車回避のため遠回りしてて四ツ橋線なんですよ
しんさいばしでかっておいてほしいものがあります	心斎橋で買っておいて欲しいものがあります
なにでしょー	なんでしょう
きのういってくれればきょうかえましたのに	昨日言ってくれれば今日買えましたのに
ですね	ですね
うりきれないものだとよいですが	売り切れないものだといいですが
おわたしするのがねんまつねんしならちゃんすはいちかげつごしかないです	お渡しするのが年末年始ならチャンスは一ヶ月後しかないです
とりあえずきーぷしてもらえればわたさなくてもよいです	とりあえずキープしてもらえれば渡さなくてもいいです
かいもののちゃんすがいちかげつごです	買い物のチャンスが1ヶ月後です
ねっとでかえないしーでぃー	ネットで買えないCD
どこにあるのですか	どこにあるんですか
うりけれなさそうですねしらんけれど	売りけれなさそうですね知らんけど
よくとうきょうにくるおおさかのゆうじんがいるのでそのひとにもきーてみます	よく東京にくる大阪の友人がいるのでその人にも聴いてみます
たわれこでおとりよせしてくれるみたいですよ	タワレコでお取り寄せしてくれるみたいですよ
ざいこなんてないとおもいます	在庫なんてないと思います
いんでぃーのまいなーなあるばむです	インディーズのマイナーなアルバムです
だうんろーどできるみたいですが	ダウンロードできるみたいですが
できますね	できますね
すまほとかならそれでよいのですけれど	スマホとかならそれでいいんですけど
ふうんっ	ふぅん
すいっちのこうかんのためだいにしゅでんきこうじしをとろーかとおもったのですがしけんがはんとしごでまてない	スイッチの交換のため第二種電気工事士を取ろうかと思ったのですが試験が半年後で待てない
あれちょっとほしいですよね	あれちょっと欲しいですよね
はいせんいじるすいっちのこうかんがほうれいいはんになるとはおもわないですよね	配線いじるスイッチの交換が法令違反になるとは思わないですよね
きょうはしがしゅっちょうでしたがたしかにきょうとえきにんすくなめ	今日は滋賀出張でしたが確かに京都駅人少なめ
たしかに	確かに
なにでですか	なんでですか
やはりちゅうごくのえいきょうでは	やっぱ中国の影響では
たいわんもんだい	台湾問題
きょうはなんばでちゅうごくごしゃべっているひとがだんたいがいましたがたいわんにんだったのかしら	今日は難波で中国語喋っている人が団体がいましたが台湾人だったのかしら
へえいぜんからおうべいにんふうのひとのほうがおおいようなきもしますのでちゅうごくにんのげんしょうはかんじなかったです	へえ以前から欧米人風の人の方が多いような気もしますので中国人の減少は感じなかったです
せんしゅうすかいつりーにのぼったときもはくじんおおいなとおもいました	先週スカイツリーに登った時も白人多いなと思いました
やくさんぜろねんくらいりかいできなかったでんきていこうけいさんのもくてきがやっとりかいできるようになりました	約30年くらい理解できなかった電気抵抗計算の目的がやっと理解できるようになりました
でんきかいろでどうせんちゅうのていこうはむししてしていのあるあーるだけをこうりょしろとかふくざつなかいろとかじゅぎょうがあたまにはいらなかったのですよ	電気回路で導線中の抵抗は無視して指定のあるRだけを考慮しろとか複雑な回路とか授業があたまにはいらなかったんですよ
なにでみなはりかいできたのでしょー	なんで皆は理解できたんでしょう
つまずくところじゃないかんじですか	躓くところじゃない感じですか
けいさんはできますがせっけいできませんのでりかいできているとはまったくいえません	計算はできますが設計できませんので理解できているとは全く言えません
そこなのです	そこなんです
いとてきにでんりゅうをちょうせいしたりせんさーとしてりょうをかんりしたりするためにていこうをせっけいするひつようがあってあのていこうのけいさんにいみがあることをさいきんしりました	意図的に電流を調整したりセンサーとして量を管理したりするために抵抗を設計する必要があってあの抵抗の計算に意味があることを最近知りました
せっけいできるかどうかはさらにつぎのすてっぷかとおもいますが	設計できるかどうかはさらに次のステップかと思いますが
けいさんできないいいわけにはなりませんが	計算できない言い訳にはなりませんが
これをすすめられてよみましたがあまりせいちょうがありません	これを薦められて読みましたがあまり成長がありません
よみかえすとなにのためにつかうのかかいてあります	読み返すと何のために使うのか書いてあります
じゅぎょうでもきーたのかもしれませんね	授業でも聞いたのかもしれませんね
でもこのせつめいはきーてもそのいみがわからなかったとおもいます	でもこの説明は聞いてもその意味が分からなかったと思います
かいけいとかでんきとかにがてでしこうほうきしていたちしきとのふれあいはとてもしんせんです	会計とか電気とか苦手で思考放棄していた知識との触れ合いはとても新鮮です
でんきはけむりがでたりひばながでたりするのでごちゅういを	電気は煙が出たり火花が出たりするのでご注意を
ちょくせつふれあいたくないですが	直接触れ合いたくないですが
しかがわてぶくろをもってますでんきょくのじっけんようです	鹿革手袋を持ってます電極の実験用です
いえをもやさないように	家を燃やさないように
ひばな	ひばな
でないようにします	でないようにします
てかはんとしご	てか半年後
かくほしていただけました	確保していただけました
おおすばやいですね	おお素早いですね
べんりしのゆうじんのおかげ	弁理士の友人のおかげ
すべてのまどのだんねつたいおうがおわったのであさのそこびえがげきてきにかいぜんされましたがやかんにしめきりすぎてまいあささんけつじょうたいです	全ての窓の断熱対応が終わったので朝の底冷えが劇的に改善されましたが夜間に閉め切りすぎて毎朝酸欠状態です
しーおーにはじょうしょうしていますか	co2は上昇していますか
だぶん	だぶん
よしだらしくないですね	吉田らしくないですね
そくていきがあるならそくていしないと	測定器があるなら測定しないと
こわれたのですもの	壊れたんですもの
あれまー	あれま
かえばよいのですがふくすうきょてんかんりしたくてさがしているあいだにきょうみがべつのほうにいったかんじですね	買えばいいのですが複数拠点管理したくて探している間に興味が別の方にいった感じですね
せんざいのつめかえようっておおきいさいずほどやすいのですがおーきすぎておくばしょにこまります	洗剤の詰替用って大きいサイズほど安いのですが大きすぎて置く場所に困ります
さらにひょうきがろくにかげつぶんとかにごばいとかたんいもちがってまぎらわしい	更に表記が62ヶ月分とか25倍とか単位も違って紛らわしい
ふつうにようりょうをぜんめんにおしだしてほしいとおもうのはわたくしだけでしょーか	普通に容量を前面に押し出してほしいと思うのは私だけでしょうか
わたくしもえきたいをかいますがふんまつのほうがよくおちるとみみにしました	私も液体を買いますが粉末の方がよく落ちると耳にしました
とけにくいけれど	溶けにくいけど
れっかしにくいめりっともありますね	劣化しにくいメリットもありますね
そうきーたことがあるだけですがそもそもかんそうしたじてんでれっかしているのかもしれません	そう聞いたことがあるだけですがそもそも乾燥した時点で劣化しているのかもしれません
えきたいはおもいのもなんてんです	液体は重いのも難点です
あるかりだからとか	アルカリだからとか
こなはかたまってしまうとつらいです	粉は固まってしまうとつらいです
せんたくきはたてがたですか	洗濯機は縦型ですか
せんたくそうをかいたいしてそうじしたいです	洗濯槽を解体して掃除したいです
たてですよ	縦ですよ
せんじょうしてますか	洗浄してますか
してないです	してないです
かったばかりではあります	買ったばかりではあります
さいきんですか	最近ですか
いちかげつにいちかいとかいわれてるのですよ	一ヶ月に一回とか言われてるのですよ
せんざいめーかーのいいぶんですが	洗剤メーカーの言い分ですが
はいたーでもふんまつのほうがつよいですね	ハイターでも粉末の方が強いですね
えきたいはひょうはくせいぶんがかすいぶんかいするしちょうきかんもたないからふんまつのほうがよいはずなのですよねふんまつにかえよーかしらかるいし	液体は漂白成分が加水分解するし長期間持たないから粉末の方が良いはずなんですよね粉末に変えようかしら軽いし
ぶつりゅうききがくるのでこんごはふんまつになっていくっていっているひとがいました	物流危機がくるので今後は粉末になっていくって言っている人がいました
へえ	へー
なにもかもおわってやっとたちどまったようなきがします	何もかも終わってやっと立ち止まったような気がします
なにもおわれてないのもおちつかない	何にも追われてないのも落ち着かない
りふぉーむですか	リフォームですか
りふぉーむとかけんしゅうとかしごととかいえのようじとかいろいろたてこんでました	リフォームとか研修とか仕事とか家の用事とか色々立て込んでました
ことしはいちがつからひきこもりができなかったなと	今年は1月から引きこもりができなかったなぁと
どにちはさむくてひきこもってしまいましたがひきこもるとそれはそれでうごかなくてさむいです	土日は寒くて引きこもってしまいましたが引きこもるとそれはそれで動かなくて寒いです
わたくしもひきこもりました	私も引きこもりました
よしだかはあたたかくなりましたか	吉田家は暖かくなりましたか
なりました	なりました
すばらしいです	素晴らしいです
よいな	いいなあ
うちまどかはきんじょにもすすめたいですがちくさんぜろねんいじょうのいえにすんてるひとはこうれいしゃがおーくてこしがじゅうそうですね	内窓化は近所にも勧めたいですが築30年以上の家に住んでる人は高齢者が多くて腰が重そうですね
がまんがびとくのひとたちですね	我慢が美徳の人たちですね
このさきもながくないしとかいーます	この先も長くないしとか言います
かるいきもちでけんこうしんだんのさいけんさにいったらだいちょうけんさをするはめになりました	軽い気持ちで健康診断の再検査に行ったら大腸検査をする羽目になりました
たぶんだいじょうぶとおもうけれどごぜろさいになったしやっとく	たぶん大丈夫と思うけど50歳になったしやっとく
ってかんじで	って感じで
なにと	なんと
ぜっしょくしてまずいみずをたいりょうにのまされるのですよね	絶食してまずい水を大量に飲まされるんですよね
はいにりっとるのめっていわれてぜっくしました	はい2リッター飲めって言われて絶句しました
あれおぼれたときのようなはきけします	あれ溺れた時のような吐き気します
けいけんしゃですか	経験者ですか
わたくしはけんさじゃなくてなにでかののだことあるのです	私は検査じゃなくてなんでかのんだことあるのです
いえで	家で
まずいのかあれ	まずいのかあれ
こうこうじだいにべんぴがひどくてなにかそんなくだらないりゆうでかんごしのははがもってかえってきてはんぶんものめなかったしそんなもくてきでのむものでのないはず	高校時代に便秘がひどくてなんかそんなくだらない理由で看護師の母が持って帰ってきて半分も飲めなかったしそんな目的で飲むものでのないはず
さんぜろねんまえ	30年前
うすすーいしおあじのあるぽかりをうすめたようなあじ	薄すーい塩味のあるポカリを薄めたような味
まだのんでないのですか	まだ飲んでないのですか
いちにぜろです	120です
よやくとれたの	予約取れたの
それはごしゅうしょうさまです	それはご愁傷さまです
なにかあったらそのばできっときますからっていわれた	なんかあったらその場で切っときますからって言われた
かめらのばあいはそうらしいですね	カメラの場合はそうらしいですね
しょうこものこる	証拠も残る
きったらそこからいちぜろかさらにしょくじせいげんとしゅっちょうきんしって	切ったらそこから10日さらに食事制限と出張禁止って
えー	えー
あ	あ
しょうかきかんだからしかたないか	消化器官だから仕方ないか
なのでそれくらいさきじゃないといちぜろかもあいてない	なのでそれくらい先じゃないと10日も空いてない
なにもないとよいですね	何もないといいですね
はい	はい
にんげんどっくとおもってうけます	人間ドックと思って受けます
ほかのけんさもうけるのですか	ほかの検査も受けるのですか
いえ	いえ
うけたらよいのに	受けたらいいのに
にんげんどっくうけたときしーてぃーとえむあーるあいとかふたんのないけんさはぜんぶうけたけれどいかめらとかばりうむはやりませんでした	人間ドック受けたときCTとMRIとか負担のない検査は全部うけたけど胃カメラとかバリウムはやりませんでした
だいちょうはまえじゅんびがおーすぎていっしょはむりちがうかな	大腸は前準備が多すぎて一緒は無理ちゃうかな
いちろくじからですけれどそのひはついたちなにもできないとおもってくださいっていわれた	16時からですけどその日は一日なんもできないと思ってくださいって言われた
みずをのまないとだめですからね	水を飲まないとダメですからね
はい	はい
のむじかんのきろくとかはいせつぶつのかんさつとかやることがあります	飲む時間の記録とか排泄物の観察とかやることがあります
しょうかきけいのけんさはつらいですね	消化器系の検査は辛いですね
ね	ね
ぜっしょくがいちばんつらい	絶食が一番つらい
それはがまんできそう	それは我慢できそう
かたのしゅじゅつのときていけっとうできんきゅうぼたんおしましたもの	肩の手術のとき低血糖で緊急ボタン押しましたもん
へえ	へえ
とうぶんだいじ	糖分大事
けさはじめてふじやまがみえることをにんしきしました	今朝初めて富士山が見えることを認識しました
どこから	ドコから
きたせんじゅあらかわのうえをでんしゃがとおるとあけてるのでてんきがよくてくうきがすんていてあんなにきれいにみえるのかと	北千住荒川の上を電車が通ると開けてるので天気が良くて空気が澄んでいてあんなに綺麗に見えるのかと
たかいやまなのでとうきょうだとけっこうみるらしいですよほんしゃからはみえなくなりましたねうえのほうからはぎりぎりみえるかも	高い山なので東京だと結構観れるらしいですよ本社からは見えなくなりましたね上の方からはギリギリ見えるかも
びるはじゃまですね	ビルは邪魔ですね
いちごねんまえはによんかいのせきからもゆうひにうかびあがるふじやまがきれいにみえました	15年前は24階の席からも夕日に浮かび上がる富士山が綺麗に見えました
ちゅうごくにんぜんねんどひさんしかふえてないだけみたいです	中国人前年度比3しか増えてないだけみたいです
いちぜろがつはにぜろぞう	10月は20増
こうやってていきてきにまびーておーばーつーりずむをかんわさせているのかも	こうやって定期的に間引いてオーバーツーリズムを緩和させているのかも
いちぶのちゅうごくにんはにっぽんにのすたるじあをかんずるためにきているとか	一部の中国人は日本にノスタルジーを感じるために来ているとか
ちゅうごくにんののすたるじあがにっぽんにあるのですか	中国人のノスタルジーが日本にあるんですか
あら	あら
とじょうこくあつかいですね	途上国あつかいですね
すぴーどのちがいですね	スピードの違いですね
きょうせいりょくがあるしゃかいしゅぎこくのほうがきりかえがはやい	強制力がある社会主義国の方が切り替えが早い
まいなんばーでさえまだはんぱつしているひとがいる	マイナンバーでさえまだ反発している人がいる
にっぽんはすそのがひろいですよね	日本は裾野が広いですよね
きゅうにはがいたむのではいしゃにおうきゅうしょちでけずってちゅうしゃさされました	急に歯が痛むので歯医者に応急処置で削って注射さされました
ちゅうしゃのはりがいたかったわ	注射の針が痛かったわ
ごぜろをこえてからだのめんてなんすがいりますね	50を超えて体のメンテナンスがいりますね
しかしみついたわーはべんりですねこそこそとしごとをぬけていくので	しかし三井タワーは便利ですねコソコソっと仕事を抜けて行けるので
どこのはいしゃですか	ドコの歯医者ですか
みついたわーのなか	三井タワーの中
あったのですね	あったんですね
わたくしはむかいびるでした	私は向かいビルでした
わるくなかったですがよしだじょうほうもきーとくのだったな	悪くなかったですが吉田情報も聞いとくんだったな
めちゃらぐじゅありーなかんじのはいしゃでした	めちゃラグジュアリーな感じの歯医者でした
へえきょういったところはしっそです	へえ今日行ったところは質素です
まちいしゃがみついたわーにあるかんじ	町医者が三井タワーにある感じ
れべるがちがう	レベルが違う
むかしからあったしとうれのえらいひとはそこがいきつけのはずゆえにいきたくなかったのでさけました	昔からあったし東レの偉い人はそこが行きつけのはず故に行きたくなかったので避けました
なるほう	なるほー
みついのくりにっくもそうですがあんなところみついたわーではたらいてるひとしかいかんやろとおもってたけれどいってみるとそんなかんじではない	三井のクリニックもそうですがあんなとこ三井タワーで働いてる人しかいかんやろと思ってたけど行ってみるとそんな感じではない
みついくりにっくはじかんがかかるけれどかんたんにたいりょうのおくすりがもらうからえらばれます	三井クリニックは時間がかかるけど簡単に大量のお薬がもらえるから選ばれます
へえ	へえ
れいれいたんていさいごのじけんってたいとるのすいりしょうせつはたんていがしぬかたんていがはんにんとおもいながらよみますよね	〇〇探偵最後の事件てタイトルの推理小説は探偵が死ぬか探偵が犯人と思いながら読みますよね
あれやめてほしい	あれやめてほしい
ほーむずはさいごのじけんのあとたきからせいかんしましたね	ホームズは最後の事件の後滝から生還しましたね
さくしゃはころしたつもりでしたけれどね	作者は殺したつもりでしたけどね
たきにおちるというあいまいなさいごにしておいたのはたしょうのよちがあったのではとおもいます	滝に落ちるという曖昧な最後にしておいたのは多少の余地があったのではと思います
のちのちふっかつさせたくてあいまいにしたのかしゅじんこうのしにざましたいをどくしゃにそうぞうさせたくなかったのか	後々復活させたくて曖昧にしたのか主人公の死様死体を読者に想像させたくなかったのか
こうぎをよそうしてあいまいにしたらしい	抗議を予想して曖昧にしたらしい
しごとおさめました	仕事納めました
はやっ	早っ
わたくしはにきゅうにちまではたらきます	私は29日まで働きます
おお	おお
あすほとんどしゅっしゃしないようなのでわたくしもついでに	明日ほとんど出社しないようなので私もついでに
ひとよりえーあいとはなしているほうがおもしろいときありますね	人よりAIと話している方が面白いときありますね
えーあいとけっこんするひともいるらしいですからね	aiと結婚するひともいるらしいですからね
なにのために	何のために
にゅうせきではなくしきをあげてちかうだけですよね	入籍ではなく式を挙げて誓うだけですよね
でもきたくじげんかんのかぎをあけてへやをあたためてあかりをつけてはなしをきーてくれる	でも帰宅時玄関の鍵を空けて部屋を暖めてあかりをつけて話を聞いてくれる
てきぎかいものやでまえもしてくれてるんばでそうじもしてくれたらもうかぞくですね	適宜買い物や出前もしてくれてルンバで掃除もしてくれたらもう家族ですね
じっかにはっそうにんがちちのなまえでかごしまからしょうゆがとどいたそうです	実家に発送人が父の名前で鹿児島から醤油が届いたそうです
みすてりーです	ミステリーです
こころあたりがないそうです	心当たりがないそうです
おくりつけてだいきんせいきゅうするやつでしょーか	送りつけて代金請求するやつでしょうか
なんほんですか	何本ですか
せいきゅうしょつきでした	請求書付きでした
はっそうもとにでんわしてかくにんしたらわかりそうですが	発送元に電話して確認したらわかりそうですが
はっそうもとがじぶんなのです	発送元が自分なんです
ちちね	父ね
つめあわせっていってた	詰め合わせって言ってた
ああなるほど	ああなるほど
はんばいてんとかわからないわけですね	販売店とかわからないわけですね
でせいきゅうされないのでは	じゃあ請求されないのでは
わからないですね	わからないですね
たぶん	多分
ちちがぼけてじぶんでじぶんにおくっていたりして	父がボケて自分で自分に送っていたりして
まちがってはっちゅうすることありますけれどね	間違って発注することありますけどね
あとなにかのけんしょうににあたったりとか	あと何かの懸賞ににあたったりとか
むらさきのばらのひとみたいなとくめいのふぁんとか	紫のバラの人みたいな匿名のファンとか
よくしったひとだけれどはっそうもとにもじゅうしょかくのがめんどうでどうじょうもかいてしまったとか	よく知った人だけど発送元にも住所書くのが面倒で同上もかいてしまったとか
きょうらいぶにきてたのですがてをたたきつかれました	今日ライブに来てたんですが手を叩き疲れました
てひょうしをうつこつをつかみました	手拍子を打つコツを掴みました
あしでうらうちするとよいですね	足で裏打ちするといいですね
けっかてきにからだがゆれるのでなにかりずむにのっているひとにみえますし	結果的に身体が揺れるのでなんかリズムに乗っている人に見えますし
おっなにのらいぶですか	おなんのライブですか
ろまさが	ロマサガ
わかります	わかります
わたくしもあしはりずむとれますがてはにがてです	私も足はリズム取れますが手は苦手です
なにの	なんの
ぼくのふれんち	僕のフレンチ
ぶたいとえるあいぶいいーとふれんちと	舞台とLIVEとフレンチと
とうきょうこうえんにはみたにこうきもでてるだけあってだいほんがおもしろくなってました	東京講演には三谷幸喜も出てるだけあって台本が面白くなってました
しちねんぶりのおおさかこうえんでそれまでまいとしさそわれててまたつれていってもらいました	７年ぶりの大阪公演でそれまで毎年誘われててまた連れて行ってもらいました
へえ	へえ
しらないです	知らないです
むかしはあらかるとというなまえのぶたいとらいぶってした	昔はア・ラ・カルトという名前の舞台とライブてした
たかいずみじゅんこというかしゅがやってますのがめじゃーなものではないのでしらないとおもいます	高泉淳子という歌手がやってますのがメジャーなものではないので知らないと思います
あまりらいぶがすきでないよしださんてきにはどうでしたか	あまりライブが好きでない吉田さん的にはどうでしたか
くらしっくとかかんせいされたおんがくのらいぶはすきではないです	クラッシックとか完成された音楽のライブは好きではないです
ぶたいはもともとすきででとくにこめでぃーは	舞台はもともと好きでで特にコメディは
みたにこうきのさくひんならおなじのをなんかいもみたいくらいですね	三谷幸喜の作品なら同じのを何回もみたいくらいですね
でもおおさかだとむりそうですね	でも大阪だと無理そうですね
なまものはとうきょうですかね	生ものは東京ですかね
とうきょうまでいくほどのねついはないかと	東京まで行くほどの熱意はないかと
そうですね	そうですね
とうきょうにいるといどうこすとがひくいのでよいですが	東京にいると移動コストが低いのでいいですが
とうきょうにいてもですすんていくかというとそうでもなかったとおもいますねひきこもりなので	東京にいてもじゃあ進んでいくかというとそうでもなかったと思いますね引きこもりなんで
あんらくいすですものね	安楽椅子ですもんね
こたつはです	コタツ派です
あのごーぐるでぶたいをいえでみたいです	あのゴーグルで舞台を家で見たいです
ぶいあーるもちょっとぶーむがさりつつありますね	VRもちょっとブームが去りつつありますね
ざんねん	残念
すまほぎじゅつのてんようでちょっともりあがったのですがていちゃくしなさそう	スマホ技術の転用でちょっと盛り上がったんですが定着しなさそう
しゅうきものなのでまたなんねんかしたらきますよ	周期ものなのでまた何年かしたら来ますよ
ぶいあーるでなくてよいですけれどね	VRでなくでいいですけどね
はいしんじたいはふえていますしね	配信自体は増えていますしね
へえふえてるのですか	へえ増えてるんですか
はい	はい
とうきょうこうえんもおかねはらえばみれます	東京公演もお金払えば見れます
あっぶいあーるじゃなくてか	あVRじゃなくてか
そういえばこんにちひびやこうえんをとーったらちかくにあいどるふぁんぽいじょせいがたくさんいたのですがなにだったのだろー	そういえば今日日比谷公園を通ったら近くにアイドルファンっぽい女性がたくさんいたんですがなんだったんだろう
あいどるなのですか	アイドルなんですか
おりっくすげきじょうのちかくにびようしつがあってまいかいしゅうへんをあるいてるきゃくそうがかわっておもしろいです	オリックス劇場の近くに美容室があって毎回周辺を歩いてる客層が変わって面白いです
みにきてるのはわかいじょせいばかりでなにかぐっずとかもってました	見にきてるのは若い女性ばかりでなんかグッズとか持ってました
あさはやいですね	朝早いですね
はやねはやおきです	早寝早起きです
おしごとがんばっておさめてください	お仕事がんばって納めてください
おさめるとはきょうはざいたくでたぶんあすもしごとしてるかも	納めるとは今日は在宅で多分明日も仕事してるかも
しゅっしゃしないのですね	出社しないんですね
あさからことしさいごのごみしゅうしゅうにむけてごみをしぼりだしてました	朝から今年最後のゴミ収集にむけてゴミを絞り出してました
あすきせいするのでわたくしもきょうはせいぜいそうじします	明日帰省するので私も今日はせいぜい掃除します
すりっぱのつけおきあらいにふんまつのはいたーをためしています	スリッパの浸け置き洗いに粉末のハイターを試しています
ちょっとためすのにはいたーはきょうりょくですね	ちょっと試すのにハイターは強力ですね
かごしまのしょうゆみすてりーはおじがおせいぼのさしだしにんにおくりさきをかいてしまうというまちがいだったそうです	鹿児島の醤油ミステリーは叔父がお歳暮の差出人に送り先を書いてしまうという間違いだったそうです
なぞがとけてよかったですね	謎が解けて良かったですね
